item_num_display,description_long,on_hand,sold,oh_avail,in_transit,due_maker,total_inventory,prod_line,item_group_id,sbu_id,company,item_num,ele1,ele2,upc_num,intransit1,etadt1,container1,lotnum1,mpq1,intransit2,etadt2,container2,lotnum2,mpq2,intransit3,etadt3,container3,lotnum3,mpq3,duemaker1,availdt1,duemaker2,availdt2,duemaker3,availdt3,collection_group_code
NAUTICALECM-400-404,NAUTICALECM 24X30,0,0,0,0,0,0,KOH ,KIT ,CDL,CDL,NAUTICALECM,400,404,,,,,,,,,,,,,,,,,,,,,,,DISC      
NAUTICALECM-400-405,NAUTICALECM 30X36,0,0,0,0,0,0,KOH ,KIT ,CDL,CDL,NAUTICALECM,400,405,,,,,,,,,,,,,,,,,,,,,,,DISC      
NAUTICALSTRIPE-400-403,NAUATICALSTRIPE BLUE VALANCE,0,0,0,0,0,0,KOH ,KIT ,CDL,CDL,NAUTICALSTRIPE,400,403,848322027127,,,,,,,,,,,,,,,,,,,,,,DISC      
NAUTICALSTRIPE-400-404,NAUTICALSTRIPE BLUE 24X30,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NAUTICALSTRIPE,400,404,848322027134,,,,,,,,,,,,,,,,,,,,,,
NAUTICALSTRIPE-400-405,NAUTICALSTRIPE BLUE 30X36,0,0,0,0,0,0,KOH ,KIT ,CDL,CDL,NAUTICALSTRIPE,400,405,848322027141,,,,,,,,,,,,,,,,,,,,,,DISC      
NAUTICALSTRIPE-960-106,NAUTICALSTRIPE MULTI SHWR CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NAUTICALSTRIPE,960,106,848322030684,,,,,,,,,,,,,,,,,,,,,,
NAUTILUSFOIL-400-030,NAUTILUSFOIL BLUE PILLOW,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NAUTILUSFOIL,400,030,848322022566,,,,,,,,,,,,,,,,,,,,,,
NAUTILUSFOIL-802-030,NAUTILUS CORAL PILLOW,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NAUTILUSFOIL,802,030,848322022559,,,,,,,,,,,,,,,,,,,,,,
NAVIDAD-640-206,NAVIDAD 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,NAVIDAD,640,206,,,,,,,,,,,,,,,,,,,,,,,
NAVYDIAMONDS-410-400,NAVYDIAMONDS,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYDIAMONDS,410,400,848322028834,,,,,,,,,,,,,,,,,,,,,,DISC      
NAVYDIAMONDS-410-401,NAVYDIAMONDS ,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYDIAMONDS,410,401,848322028841,,,,,,,,,,,,,,,,,,,,,,DISC      
NAVYDIAMONDS-410-408,NAVYDIAMONDS ,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYDIAMONDS,410,408,848322028827,,,,,,,,,,,,,,,,,,,,,,DISC      
NAVYTRELLIS-410-400,NAVYTRELLIS ,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYTRELLIS,410,400,848322028711,,,,,,,,,,,,,,,,,,,,,,DISC      
NAVYTRELLIS-410-401,NAVYTRELLIS ,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYTRELLIS,410,401,848322028728,,,,,,,,,,,,,,,,,,,,,,DISC      
NAVYTRELLIS-410-408,NAVYTRELLIS ,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NAVYTRELLIS,410,408,848322028704,,,,,,,,,,,,,,,,,,,,,,DISC      
NBDYS-650-030,NO BAD DAYS 18X18 PILLOW,4,0,4,0,0,4,ATH ,PIL ,CDL,CDL,NBDYS,650,030,848322074343,,,,,,,,,,,,,,,,,,,,,,
NCSPCE-960-207,NICE SPICE 2PK 16X26 KT,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,NCSPCE,960,207,,,,,,,,,,,,,,,,,,,,,,,
NDDLRG-020-105,NOODLE RUG GREY,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,020,105,848322093313,,,,,,,,,,,,,,,,,,,,,,TDY       
NDDLRG-400-105,NOODLE RUG NAVY,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,400,105,,,,,,,,,,,,,,,,,,,,,,,TDY       
NDDLRG-441-105,NOODLE RUG LIGHT BLUE,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,441,105,,,,,,,,,,,,,,,,,,,,,,,TDY       
NDDLRG-450-105,NOODLE RUG ANGLE BLUE,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,450,105,848322093511,,,,,,,,,,,,,,,,,,,,,,
NDDLRG-500-105,NOODLE RUG PURPLE,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,500,105,,,,,,,,,,,,,,,,,,,,,,,TDY       
NDDLRG-650-105,NOODLE RUG PINK,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,650,105,,,,,,,,,,,,,,,,,,,,,,,TDY       
NDDLRG-700-105,NOODLE RUG YELLOW,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,700,105,,,,,,,,,,,,,,,,,,,,,,,
NDDLRG-710-105,NOODLE RUG POPCORN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NDDLRG,710,105,848322093528,,,,,,,,,,,,,,,,,,,,,,
NECTOR-220-106,SHOWER CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,220,106,848322006672,,,,,,,,,,,,,,,,,,,,,,
NECTOR-220-311,NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,220,311,848322006658,,,,,,,,,,,,,,,,,,,,,,
NECTOR-220-313,PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,220,313,848322006641,,,,,,,,,,,,,,,,,,,,,,
NECTOR-220-314,14/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,220,314,848322006665,,,,,,,,,,,,,,,,,,,,,,
NECTOR-410-106,SHOWER CURTAIN,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,410,106,848322006719,,,,,,,,,,,,,,,,,,,,,,
NECTOR-410-311,NAPKINS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,410,311,848322006696,,,,,,,,,,,,,,,,,,,,,,
NECTOR-410-313,PLACEMATS S/4,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,410,313,848322006689,,,,,,,,,,,,,,,,,,,,,,
NECTOR-410-314,14/72 RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NECTOR,410,314,848322006702,,,,,,,,,,,,,,,,,,,,,,
NEONSGN-960-206,NEON SIGN 2PK 18X28 KT,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,NEONSGN,960,206,,,,,,,,,,,,,,,,,,,,,,,
NESTING-960-206,NESTING KT 18X28,0,3000,-3000,3000,0,0,TJX ,KIT ,CDL,CDL,NESTING,960,206,,3000,01/12/2024,MATU4598806,3006      ,15,,,,,,,,,,,,,,,,,EST       
NESTING-960-302,NESTING TABLE CLOTH 60X84,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,302,,,,,,,,,,,,,,,,,,,,,,,EST       
NESTING-960-304,NESTING TABLE CLOTH 60X104,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,304,,,,,,,,,,,,,,,,,,,,,,,EST       
NESTING-960-306,NESTING TABLE CLOTH 60X120,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,306,,,,,,,,,,,,,,,,,,,,,,,EST       
NESTING-960-308,NESTING TABLE CLOTH 70 ROUND,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,308,,,,,,,,,,,,,,,,,,,,,,,EST       
NESTING-960-311,NESTING S/4 NAPKINS,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,311,,,,,,,,,,,,,,,,,,,,,,,
NESTING-960-313,NESTING S/4 PLACEMAT,0,0,0,0,0,0,TJX ,TAB ,CDL,CDL,NESTING,960,313,,,,,,,,,,,,,,,,,,,,,,,
NEUTRALIRONWOR-251-400,IRONWORK SAND 52X84,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NEUTRALIRONWOR,251,400,848322023570,,,,,,,,,,,,,,,,,,,,,,DISC      
NEUTRALIRONWOR-251-401,IRONWORK SAND 52X95,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NEUTRALIRONWOR,251,401,848322023587,,,,,,,,,,,,,,,,,,,,,,DISC      
NEUTRALIRONWOR-251-408,IRONWORK SAND 52X63,0,0,0,0,0,0,WMEC,WIN ,CDL,CDL,NEUTRALIRONWOR,251,408,848322023563,,,,,,,,,,,,,,,,,,,,,,DISC      
NEWMEXICO-107-407,NEW MEXICO NATURAL SWAG,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWMEXICO,107,407,848322024515,,,,,,,,,,,,,,,,,,,,,,
NEWMEXICO-107-416,NEW MEXICO NATU 14X59 VALANCE,0,0,0,0,0,0,JCP ,KIT ,CDL,CDL,NEWMEXICO,107,416,848322024485,,,,,,,,,,,,,,,,,,,,,,DISC      
NEWMEXICO-107-417,NEW MEXICO NAT 24X29,0,0,0,0,0,0,JCP ,KIT ,CDL,CDL,NEWMEXICO,107,417,848322024492,,,,,,,,,,,,,,,,,,,,,,DISC      
NEWMEXICO-107-418,NEW MEXICO 107 29X36,0,0,0,0,0,0,JCP ,KIT ,CDL,CDL,NEWMEXICO,107,418,848322024508,,,,,,,,,,,,,,,,,,,,,,DISC      
NEWMEXICO-107-422,NEW MEXICO NATURAL DISPLAY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWMEXICO,107,422,848322028445,,,,,,,,,,,,,,,,,,,,,,
NEWMEXICOECM-107-416,NEW MEXICO NATURAL VALANCE,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWMEXICOECM,107,416,,,,,,,,,,,,,,,,,,,,,,,
NEWMEXICOECM-107-417,NEWMEXICO ECM NATURAL 24X29,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWMEXICOECM,107,417,,,,,,,,,,,,,,,,,,,,,,,
NEWMEXICOECM-107-418,NEW MEXICO NATURAL 29X36,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWMEXICOECM,107,418,,,,,,,,,,,,,,,,,,,,,,,
NEWPRT-001-080,NEWPORT PLAID NEUTRAL  F/Q QUILTS SET,0,0,0,0,0,0,GABE,BED ,CDL,CDL,NEWPRT,001,080,,,,,,,,,,,,,,,,,,,,,,,
NEWPRT-001-081,NEWPORT PLAID NEUTRAL KING QUILTS SET,0,0,0,0,0,0,GABE,BED ,CDL,CDL,NEWPRT,001,081,,,,,,,,,,,,,,,,,,,,,,,
NEWPRT-400-080,NEWPORT PLAID COOL F/Q QUILTS SET,0,0,0,0,0,0,GABE,BED ,CDL,CDL,NEWPRT,400,080,,,,,,,,,,,,,,,,,,,,,,,
NEWPRT-400-081,NEWPORT PLAID COOL KING QUILTS SET,0,0,0,0,0,0,GABE,BED ,CDL,CDL,NEWPRT,400,081,,,,,,,,,,,,,,,,,,,,,,,
NEWYORK-241-312,NEW YORK PLACEMATS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NEWYORK,241,312,848322003244,,,,,,,,,,,,,,,,,,,,,,
NGHTCOFF-001-207,NIGHTMARE COFFEE 2PK 16X26 KT,0,0,0,0,0,0,ROSS,KIT ,CDL,CDL,NGHTCOFF,001,207,,,,,,,,,,,,,,,,,,,,,,,
NGHTPNST-113-302,NIGHT POINSETTIA TC 60/84,0,0,0,0,0,0,BUR ,TAB ,CDL,CDL,NGHTPNST,113,302,,,,,,,,,,,,,,,,,,,,,,,DISC      
NGHTPNST-113-304,NIGHT POINSETTIA TC 60/104,0,0,0,0,0,0,BUR ,TAB ,CDL,CDL,NGHTPNST,113,304,,,,,,,,,,,,,,,,,,,,,,,DISC      
NGTSK-001-030,18X18 PRINTED VELVET PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,NGTSK,001,030,848322077740,,,,,,,,,,,,,,,,,,,,,,
NGTSY-001-030,NIGHT SKY VELVET PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,NGTSY,001,030,848322076309,,,,,,,,,,,,,,,,,,,,,,
NH-020-106,GREY SHOWER CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,020,106,,,,,,,,,,,,,,,,,,,,,,,
NH-020-121,NAILHEAD GREY SHWR CURT DISPLAY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NH,020,121,848322039052,,,,,,,,,,,,,,,,,,,,,,
NH-100-106,WHITE SHOWER CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,100,106,,,,,,,,,,,,,,,,,,,,,,,
NH-100-121,NAILHEAD WHT SHWR CURT DISPLAY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NH,100,121,848322039045,,,,,,,,,,,,,,,,,,,,,,
NH-280-106,IVORY SHOWER CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,280,106,848322053140,,,,,,,,,,,,,,,,,,,,,,
NH-280-121,NAILHEAD IVORY SHWR CURT DISPLAY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NH,280,121,848322039038,,,,,,,,,,,,,,,,,,,,,,
NH-441-106,NAILHEAD AQUA SHWR CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,441,106,848322038673,,,,,,,,,,,,,,,,,,,,,,
NH-441-108,NAILHEAD AQUA BATH TOWELS,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,441,108,848322038642,,,,,,,,,,,,,,,,,,,,,,
NH-441-109,NAILHEAD AQUA HAND TOWEL,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,441,109,848322038659,,,,,,,,,,,,,,,,,,,,,,
NH-441-110,NAILHEAD AQUA FINGERTIP TOWEL,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NH,441,110,848322038666,,,,,,,,,,,,,,,,,,,,,,
NH-441-121,NAILHEAD AQUA SHWR CURT DISPLAY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NH,441,121,848322039069,,,,,,,,,,,,,,,,,,,,,,
NHJCP-020-108,NHJCP GREY BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,020,108,848322045046,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-020-109,NHJCP GREY HAND TOWELS,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,020,109,848322045053,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-020-110,NHJCP GREY FINGER TIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,020,110,848322045060,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-100-108,NHJCP WHITE BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,100,108,848322045015,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-100-109,NHJCP WHITE HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,100,109,848322045022,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-100-110,NHJCP WHITE FINGER TIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,100,110,848322045039,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-240-108,NHJCP TAUPE BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,240,108,848322044957,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-240-109,NHJCP TAUPE HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,240,109,848322044964,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-240-110,NHJCP TAUPE FINGERTIP TOWELS,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,240,110,848322044971,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-280-108,NHJCP IVORY BATHTOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,280,108,848322044926,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-280-109,NHJCP IVORY HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,280,109,848322044933,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-280-110,NHJCP IVORY FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,280,110,848322044940,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-441-108,NHJCP AQUA BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,441,108,848322045077,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-441-109,NHJCP AQUA HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,441,109,848322045084,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-441-110,NHJCP AQUA FINGER TIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,441,110,848322045091,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-802-108,NHJCP CORAL BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,802,108,848322044988,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-802-109,NHJCP CORAL HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,802,109,848322044995,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCP-802-110,NHJCP CORAL FINGER TIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCP,802,110,848322045008,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-020-108,NHJCP GRAY 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,020,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-020-109,NHJCP GRAY 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,020,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-020-110,NHJCP GRAY 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,020,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-100-108,NHJCP WHITE 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,100,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-100-109,NHJCP WHITE 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,100,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-100-110,NHJCP WHITE 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,100,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-240-108,NHJCP TAUPE 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,240,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-240-109,NHCP TAUPE 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,240,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-240-110,NHJCP TAUPE 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,240,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-280-108,NHJCP IVORY 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,280,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-280-109,NHJCP IVORY 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,280,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-280-110,NHJCP IVORY 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,280,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-441-108,NHJCP AQUA 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,441,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-441-109,NHJCP AQUA 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,441,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-441-110,NHJCP AQUA 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,441,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-802-108,NHCP CORAL 27X52 BATH TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,802,108,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-802-109,NHCP CORAL 16X26 HAND TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,802,109,,,,,,,,,,,,,,,,,,,,,,,DISC      
NHJCPECM-802-110,NHCP CORAL 11X18 FINGERTIP TOWEL,0,0,0,0,0,0,JCP ,BAT ,CDL,CDL,NHJCPECM,802,110,,,,,,,,,,,,,,,,,,,,,,,DISC      
NICESPC-800-206,NICE SPICE ORANGE 2 PK PRINTED KT 18X28,0,0,0,0,0,0,TJX ,KIT ,CDL,CDL,NICESPC,800,206,,,,,,,,,,,,,,,,,,,,,,,
NICO-400-106,NICO BLUE SHOWER CURTAIN,0,0,0,0,0,0,ATH ,BAT ,CDL,CDL,NICO,400,106,848322074824,,,,,,,,,,,,,,,,,,,,,,
NIGHTANDDAY-750-021,NIGHT AND DAY PILLOWS,0,0,0,0,0,0,NA  ,GEN ,TL ,CDL,NIGHTANDDAY,750,021,,,,,,,,,,,,,,,,,,,,,,,
NINA-063-400,NINA STONE 52X84,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NINA,063,400,848322034064,,,,,,,,,,,,,,,,,,,,,,
NINA-063-401,NINA STONE 52X95,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NINA,063,401,848322033876,,,,,,,,,,,,,,,,,,,,,,
NINA-063-408,NINA STONE 52X63,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NINA,063,408,848322033869,,,,,,,,,,,,,,,,,,,,,,
NJOYCE-100-400,JOYCE WHITE JACQUARD PANEL 52X84,0,0,0,0,0,0,THD ,WIN ,CDL,CDL,NJOYCE,100,400,848322065433,,,,,,,,,,,,,,,,,,,,,,
NLSNDMN-010-400,NELSON DIAMOND CHARCOAL 52X84,0,0,0,0,0,0,ATH ,WIN ,CDL,CDL,NLSNDMN,010,400,848322060490,,,,,,,,,,,,,,,,,,,,,,DISC      
NLSNDMN-020-400,NELSON DIAMOND GRAY 52X84,0,0,0,0,0,0,ATH ,WIN ,CDL,CDL,NLSNDMN,020,400,848322060506,,,,,,,,,,,,,,,,,,,,,,DISC      
NLSNDMN-251-400,NELSON DIAMOND SAND 52X84,0,0,0,0,0,0,ATH ,WIN ,CDL,CDL,NLSNDMN,251,400,848322060520,,,,,,,,,,,,,,,,,,,,,,DISC      
NLSNDMN-402-400,NELSON DIAMOND INDIGO 52X84,0,0,0,0,0,0,ATH ,WIN ,CDL,CDL,NLSNDMN,402,400,848322060513,,,,,,,,,,,,,,,,,,,,,,DISC      
NLWRTHS-640-302,NOEL WREATHS 60X84 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NLWRTHS,640,302,,,,,,,,,,,,,,,,,,,,,,,
NLWRTHS-640-304,NOEL WREATHS 60X104TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NLWRTHS,640,304,,,,,,,,,,,,,,,,,,,,,,,
NLWRTHS-640-308,NOEL WREATHS 70R TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NLWRTHS,640,308,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-000,NOEL IVORY/GOLD ASSORTED TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,000,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-106,NOEL 70X72 SC W/O HOOKS,0,0,0,0,0,0,ROSS,BAT ,CDL,CDL,NOEL,113,106,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-301,NOEL IVORY 52/70 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NOEL,113,301,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-302,NOEL IVORY 60/84 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NOEL,113,302,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-304,NOEL IVORY 60/104 TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NOEL,113,304,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-308,NOEL IVORY 70 ROUND TC,0,0,0,0,0,0,ROSS,TAB ,CDL,CDL,NOEL,113,308,,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-311,NOEL IVORY /GOLD NAPKIN S/4,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,311,848322078969,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-313,NOEL IVORY /GOLD MATS S/4,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,313,848322078952,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-314,NOEL IVORY /GOLD 14/72 RUNNER,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,314,848322078990,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-319,NOEL IVORY /GOLD 60RD TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,319,848322078983,,,,,,,,,,,,,,,,,,,,,,
NOEL-113-322,NOEL IVORY /GOLD 60/102 TC,0,0,0,0,0,0,BEA ,TAB ,CDL,CDL,NOEL,113,322,848322078976,,,,,,,,,,,,,,,,,,,,,,
NOEL-122-035,NOEL 14X20 PILLOW,0,0,0,0,0,0,ATH ,PIL ,CDL,CDL,NOEL,122,035,848322057278,,,,,,,,,,,,,,,,,,,,,,
NOEL-600-313,NOEL RED PLACEMATS,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NOEL,600,313,848322017715,,,,,,,,,,,,,,,,,,,,,,
NOEL-600-320,NOEL RED RUNNER,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NOEL,600,320,848322017722,,,,,,,,,,,,,,,,,,,,,,
NOEL-710-035,NOEL GOLD PILLOW,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NOEL,710,035,848322024102,,,,,,,,,,,,,,,,,,,,,,
NOELSCROLL-280-314,NOELSCROLL 14X72 RUNNER IVORY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NOELSCROLL,280,314,,,,,,,,,,,,,,,,,,,,,,,
NOELSCROLL-280-315,NOELSCROLL 14X90 RUNNER IVORY,0,0,0,0,0,0,NA  ,GEN ,CDL,CDL,NOELSCROLL,280,315,848322009314,,,,,,,,,,,,,,,,,,,,,,
